uf,municipio,evento,data_referencia,vitima
PR,ROSÁRIO DO IVAÍ,Feminicídio,1/10/2025,0
PR,ROSÁRIO DO IVAÍ,Feminicídio,1/11/2025,0
PR,ROSÁRIO DO IVAÍ,Feminicídio,1/12/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/1/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/2/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/3/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/4/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/5/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/6/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/7/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/8/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/9/2025,1
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/10/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/11/2025,0
PR,ROSÁRIO DO IVAÍ,Tentativa de feminicídio,1/12/2025,0
PR,SABÁUDIA,Feminicídio,1/1/2025,0
PR,SABÁUDIA,Feminicídio,1/2/2025,0
PR,SABÁUDIA,Feminicídio,1/3/2025,0
PR,SABÁUDIA,Feminicídio,1/4/2025,0
PR,SABÁUDIA,Feminicídio,1/5/2025,0
PR,SABÁUDIA,Feminicídio,1/6/2025,0
PR,SABÁUDIA,Feminicídio,1/7/2025,0
PR,SABÁUDIA,Feminicídio,1/8/2025,0
PR,SABÁUDIA,Feminicídio,1/9/2025,0
PR,SABÁUDIA,Feminicídio,1/10/2025,0
PR,SABÁUDIA,Feminicídio,1/11/2025,0
PR,SABÁUDIA,Feminicídio,1/12/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/1/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/2/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/3/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/4/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/5/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/6/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/7/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/8/2025,1
PR,SABÁUDIA,Tentativa de feminicídio,1/9/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/10/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/11/2025,0
PR,SABÁUDIA,Tentativa de feminicídio,1/12/2025,0
PR,SALGADO FILHO,Feminicídio,1/1/2025,0
PR,SALGADO FILHO,Feminicídio,1/2/2025,0
PR,SALGADO FILHO,Feminicídio,1/3/2025,0
PR,SALGADO FILHO,Feminicídio,1/4/2025,0
PR,SALGADO FILHO,Feminicídio,1/5/2025,0
PR,SALGADO FILHO,Feminicídio,1/6/2025,0
PR,SALGADO FILHO,Feminicídio,1/7/2025,0
PR,SALGADO FILHO,Feminicídio,1/8/2025,0
PR,SALGADO FILHO,Feminicídio,1/9/2025,0
PR,SALGADO FILHO,Feminicídio,1/10/2025,0
PR,SALGADO FILHO,Feminicídio,1/11/2025,0
PR,SALGADO FILHO,Feminicídio,1/12/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/1/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/2/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/3/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/4/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/5/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/6/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/7/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/8/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/9/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/10/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/11/2025,0
PR,SALGADO FILHO,Tentativa de feminicídio,1/12/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/1/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/2/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/3/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/4/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/5/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/6/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/7/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/8/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/9/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/10/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/11/2025,0
PR,SALTO DO ITARARÉ,Feminicídio,1/12/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/1/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/2/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/3/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/4/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/5/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/6/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/7/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/8/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/9/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/10/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/11/2025,0
PR,SALTO DO ITARARÉ,Tentativa de feminicídio,1/12/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/1/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/2/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/3/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/4/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/5/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/6/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/7/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/8/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/9/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/10/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/11/2025,0
PR,SALTO DO LONTRA,Feminicídio,1/12/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/1/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/2/2025,2
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/3/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/4/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/5/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/6/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/7/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/8/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/9/2025,1
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/10/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/11/2025,0
PR,SALTO DO LONTRA,Tentativa de feminicídio,1/12/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/1/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/2/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/3/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/4/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/5/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/6/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/7/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/8/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/9/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/10/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/11/2025,0
PR,SANTA AMÉLIA,Feminicídio,1/12/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/1/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/2/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/3/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/4/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/5/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/6/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/7/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/8/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/9/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/10/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/11/2025,0
PR,SANTA AMÉLIA,Tentativa de feminicídio,1/12/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/1/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/2/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/3/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/4/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/5/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/6/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/7/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/8/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/9/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/10/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/11/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Feminicídio,1/12/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/1/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/2/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/3/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/4/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/5/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/6/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/7/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/8/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/9/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/10/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/11/2025,0
PR,SANTA CECÍLIA DO PAVÃO,Tentativa de feminicídio,1/12/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/1/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/2/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/3/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/4/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/5/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/6/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/7/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/8/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/9/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/10/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/11/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Feminicídio,1/12/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/1/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/2/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/3/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/4/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/5/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/6/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/7/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/8/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/9/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/10/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/11/2025,0
PR,SANTA CRUZ DE MONTE CASTELO,Tentativa de feminicídio,1/12/2025,0
PR,SANTA FÉ,Feminicídio,1/1/2025,0
PR,SANTA FÉ,Feminicídio,1/2/2025,0
PR,SANTA FÉ,Feminicídio,1/3/2025,0
PR,SANTA FÉ,Feminicídio,1/4/2025,0
PR,SANTA FÉ,Feminicídio,1/5/2025,0
PR,SANTA FÉ,Feminicídio,1/6/2025,0
PR,SANTA FÉ,Feminicídio,1/7/2025,0
PR,SANTA FÉ,Feminicídio,1/8/2025,0
PR,SANTA FÉ,Feminicídio,1/9/2025,0
PR,SANTA FÉ,Feminicídio,1/10/2025,0
PR,SANTA FÉ,Feminicídio,1/11/2025,0
PR,SANTA FÉ,Feminicídio,1/12/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/1/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/2/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/3/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/4/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/5/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/6/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/7/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/8/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/9/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/10/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/11/2025,0
PR,SANTA FÉ,Tentativa de feminicídio,1/12/2025,0
PR,SANTA HELENA,Feminicídio,1/1/2025,0
PR,SANTA HELENA,Feminicídio,1/2/2025,0
PR,SANTA HELENA,Feminicídio,1/3/2025,0
PR,SANTA HELENA,Feminicídio,1/4/2025,1
PR,SANTA HELENA,Feminicídio,1/5/2025,0
PR,SANTA HELENA,Feminicídio,1/6/2025,0
PR,SANTA HELENA,Feminicídio,1/7/2025,0
PR,SANTA HELENA,Feminicídio,1/8/2025,0
PR,SANTA HELENA,Feminicídio,1/9/2025,0
PR,SANTA HELENA,Feminicídio,1/10/2025,0
PR,SANTA HELENA,Feminicídio,1/11/2025,0
PR,SANTA HELENA,Feminicídio,1/12/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/1/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/2/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/3/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/4/2025,1
PR,SANTA HELENA,Tentativa de feminicídio,1/5/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/6/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/7/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/8/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/9/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/10/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/11/2025,0
PR,SANTA HELENA,Tentativa de feminicídio,1/12/2025,0
PR,SANTA INÊS,Feminicídio,1/1/2025,0
PR,SANTA INÊS,Feminicídio,1/2/2025,0
PR,SANTA INÊS,Feminicídio,1/3/2025,0
PR,SANTA INÊS,Feminicídio,1/4/2025,0
PR,SANTA INÊS,Feminicídio,1/5/2025,0
PR,SANTA INÊS,Feminicídio,1/6/2025,0
PR,SANTA INÊS,Feminicídio,1/7/2025,0
PR,SANTA INÊS,Feminicídio,1/8/2025,0
PR,SANTA INÊS,Feminicídio,1/9/2025,0
PR,SANTA INÊS,Feminicídio,1/10/2025,0
PR,SANTA INÊS,Feminicídio,1/11/2025,0
PR,SANTA INÊS,Feminicídio,1/12/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/1/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/2/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/3/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/4/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/5/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/6/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/7/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/8/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/9/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/10/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/11/2025,0
PR,SANTA INÊS,Tentativa de feminicídio,1/12/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/1/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/2/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/3/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/4/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/5/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/6/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/7/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/8/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/9/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/10/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/11/2025,0
PR,SANTA ISABEL DO IVAÍ,Feminicídio,1/12/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/1/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/2/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/3/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/4/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/5/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/6/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/7/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/8/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/9/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/10/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/11/2025,0
PR,SANTA ISABEL DO IVAÍ,Tentativa de feminicídio,1/12/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/1/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/2/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/3/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/4/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/5/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/6/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/7/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/8/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/9/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/10/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/11/2025,0
PR,SANTA IZABEL DO OESTE,Feminicídio,1/12/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/1/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/2/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/3/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/4/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/5/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/6/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/7/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/8/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/9/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/10/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/11/2025,0
PR,SANTA IZABEL DO OESTE,Tentativa de feminicídio,1/12/2025,0
PR,SANTA LÚCIA,Feminicídio,1/1/2025,0
PR,SANTA LÚCIA,Feminicídio,1/2/2025,0
PR,SANTA LÚCIA,Feminicídio,1/3/2025,0
PR,SANTA LÚCIA,Feminicídio,1/4/2025,0
PR,SANTA LÚCIA,Feminicídio,1/5/2025,0
PR,SANTA LÚCIA,Feminicídio,1/6/2025,0
PR,SANTA LÚCIA,Feminicídio,1/7/2025,0
PR,SANTA LÚCIA,Feminicídio,1/8/2025,0
PR,SANTA LÚCIA,Feminicídio,1/9/2025,0
PR,SANTA LÚCIA,Feminicídio,1/10/2025,0
PR,SANTA LÚCIA,Feminicídio,1/11/2025,0
PR,SANTA LÚCIA,Feminicídio,1/12/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/1/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/2/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/3/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/4/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/5/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/6/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/7/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/8/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/9/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/10/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/11/2025,0
PR,SANTA LÚCIA,Tentativa de feminicídio,1/12/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/1/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/2/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/3/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/4/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/5/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/6/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/7/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/8/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/9/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/10/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/11/2025,0
PR,SANTA MARIA DO OESTE,Feminicídio,1/12/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/1/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/2/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/3/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/4/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/5/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/6/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/7/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/8/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/9/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/10/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/11/2025,0
PR,SANTA MARIA DO OESTE,Tentativa de feminicídio,1/12/2025,0
PR,SANTA MARIANA,Feminicídio,1/1/2025,0
PR,SANTA MARIANA,Feminicídio,1/2/2025,0
PR,SANTA MARIANA,Feminicídio,1/3/2025,0
PR,SANTA MARIANA,Feminicídio,1/4/2025,0
PR,SANTA MARIANA,Feminicídio,1/5/2025,0
PR,SANTA MARIANA,Feminicídio,1/6/2025,0
PR,SANTA MARIANA,Feminicídio,1/7/2025,0
PR,SANTA MARIANA,Feminicídio,1/8/2025,0
PR,SANTA MARIANA,Feminicídio,1/9/2025,0
PR,SANTA MARIANA,Feminicídio,1/10/2025,0
PR,SANTA MARIANA,Feminicídio,1/11/2025,0
PR,SANTA MARIANA,Feminicídio,1/12/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/1/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/2/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/3/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/4/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/5/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/6/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/7/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/8/2025,1
PR,SANTA MARIANA,Tentativa de feminicídio,1/9/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/10/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/11/2025,0
PR,SANTA MARIANA,Tentativa de feminicídio,1/12/2025,0
PR,SANTA MÔNICA,Feminicídio,1/1/2025,0
PR,SANTA MÔNICA,Feminicídio,1/2/2025,0
PR,SANTA MÔNICA,Feminicídio,1/3/2025,0
PR,SANTA MÔNICA,Feminicídio,1/4/2025,0
PR,SANTA MÔNICA,Feminicídio,1/5/2025,0
PR,SANTA MÔNICA,Feminicídio,1/6/2025,0
PR,SANTA MÔNICA,Feminicídio,1/7/2025,0
PR,SANTA MÔNICA,Feminicídio,1/8/2025,0
PR,SANTA MÔNICA,Feminicídio,1/9/2025,0
PR,SANTA MÔNICA,Feminicídio,1/10/2025,0
PR,SANTA MÔNICA,Feminicídio,1/11/2025,0
PR,SANTA MÔNICA,Feminicídio,1/12/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/1/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/2/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/3/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/4/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/5/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/6/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/7/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/8/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/9/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/10/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/11/2025,0
PR,SANTA MÔNICA,Tentativa de feminicídio,1/12/2025,0
PR,SANTA TEREZA DO OESTE,Feminicídio,1/1/2025,0
PR,SANTA TEREZA DO OESTE,Feminicídio,1/2/2025,0
PR,SANTA TEREZA DO OESTE,Feminicídio,1/3/2025,0
PR,SANTA TEREZA DO OESTE,Feminicídio,1/4/2025,0
PR,SANTA TEREZA DO OESTE,Feminicídio,1/5/2025,0
